fecha,banco,compra,venta
2025-06-27,Banesco,106.3437,108.3145
2025-06-27,BBVA Provincial,107.2919,107.8781
2025-06-27,Banco Plaza,106.7388,106.9467
2025-06-27,Banco Mercantil,106.8851,107.9
2025-06-27,Banco Sofitasa,106.8136,107.1565
2025-06-27,Otras Instituciones,107.1784,108.3368
2025-06-26,Banesco,105.609,107.5066
2025-06-26,BBVA Provincial,106.1994,107.1965
2025-06-26,Banco Mercantil,106.3877,107.4906
2025-06-26,Banco Nacional de Credito BNC,106.0278,107.4403
2025-06-26,Banco Exterior,106.1695,107.6524
2025-06-26,Otras Instituciones,106.1334,107.5417
2025-06-25,Banesco,107.2118,104.9243
2025-06-25,100 Banco,106.3999,106.55
2025-06-25,Banco Plaza,105.5924,105.4077
2025-06-25,Banco Activo,105.9526,107.6796
2025-06-25,Otras Instituciones,105.6604,105.6158
2025-06-20,Banco Mercantil,104.5498,106.0917
2025-06-20,Banco Nacional de Credito BNC,104.3014,106.0866
2025-06-20,Banesco,104.1251,105.9903
2025-06-20,BBVA Provincial,104.6689,105.2939
2025-06-20,Banco Plaza,104.5434,104.6656
2025-06-20,Otras Instituciones,104.7383,105.9158
2025-06-19,Banesco,103.0998,103.5879
2025-06-19,Banco Mercantil,104.8303,106.6471
2025-06-19,Bancamiga,104.1976,105.375
2025-06-19,Banco Nacional de Credito BNC,103.3807,103.3173
2025-06-19,BBVA Provincial,103.7377,104.7728
2025-06-19,Otras Instituciones,103.3645,104.5926
2025-06-18,Banco Mercantil,105.3536,103.0065
2025-06-18,Banesco,102.1553,102.1014
2025-06-18,BBVA Provincial,102.7549,103.5393
2025-06-18,Bancamiga,102.8738,103.2036
2025-06-18,Banco Exterior,103.116,104.9716
2025-06-18,Otras Instituciones,102.8914,103.5163
2025-06-17,Banesco,105.2681,102.1569
2025-06-17,BBVA Provincial,102.1197,102.1009
2025-06-17,Banco Mercantil,102.9683,102.2014
2025-06-17,BanCaribe,102.7466,102.1554
2025-06-17,100 Banco,103.0837,103.1699
2025-06-17,Otras Instituciones,102.5034,102.6117
2025-06-13,BBVA Provincial,101.1753,102.0713
2025-06-13,Banesco,100.8508,103.3244
2025-06-13,Banco Nacional de Credito BNC,101.0212,102.7392
2025-06-13,Banco Mercantil,102.7961,103.5465
2025-06-13,BFC Banco Fondo Comun,100.8261,100.3396
2025-06-13,Otras Instituciones,102.0374,102.256
2025-06-12,Banesco,100.4833,103.339
2025-06-12,Bancamiga,100.3165,100.9124
2025-06-12,Banco Nacional de Credito BNC,100.3737,101.9025
2025-06-12,BBVA Provincial,100.6071,100.8111
2025-06-12,Banco Mercantil,100.7782,102.3126
2025-06-12,Otras Instituciones,100.3655,100.993
2025-06-11,BBVA Provincial,99.7298,100.1967
2025-06-11,Banco Mercantil,99.4828,99.8919
2025-06-11,Banesco,104.0042,100.8423
2025-06-11,Banco Nacional de Credito BNC,99.646,100.4502
2025-06-11,Banplus,99.7018,100.206
2025-06-11,Otras Instituciones,99.6771,100.2229
2025-06-10,Banesco,99.6524,99.7685
2025-06-10,BBVA Provincial,99.1999,99.6202
2025-06-10,Banco Exterior,99.3412,99.9553
2025-06-10,Banco Activo,99.6144,100.1183
2025-06-10,Banco Mercantil,99.2189,99.95
2025-06-10,Otras Instituciones,99.2172,99.7213
2025-06-09,Banco Mercantil,99.0934,99.1408
2025-06-09,Banesco,98.7974,98.6361
2025-06-09,BBVA Provincial,98.9487,99.0916
2025-06-09,Banplus,98.9301,99.0392
2025-06-09,Otras Instituciones,99.2921,99.3048
2025-06-06,Banco Mercantil,98.5655,99.4161
2025-06-06,BBVA Provincial,98.6799,99.1539
2025-06-06,Banesco,96.9438,99.488
2025-06-06,Banco Nacional de Credito BNC,98.6269,99.5676
2025-06-06,Banco Plaza,98.4647,98.7444
2025-06-06,Otras Instituciones,98.6946,98.986
2025-06-05,Banco Mercantil,99.4501,98.99
2025-06-05,BBVA Provincial,97.9218,98.4905
2025-06-05,Bancamiga,97.314,97.3963
2025-06-05,Banesco,98.0112,97.8136
2025-06-05,Banco Nacional de Credito BNC,98.0683,98.4395
2025-06-05,Otras Instituciones,98.0397,98.2407
2025-06-04,Banesco,97.9875,97.3142
2025-06-04,BBVA Provincial,97.5,97.9065
2025-06-04,Banco Activo,97.7535,98.7981
2025-06-04,R4,98.2439,97.7044
2025-06-04,Banco Mercantil,98.4646,98.99
2025-06-04,Otras Instituciones,97.5782,98.1307
2025-06-03,BBVA Provincial,97.1998,97.0678
2025-06-03,Bancamiga,97.2772,97.3125
2025-06-03,Banco Mercantil,97.495,98.7636
2025-06-03,Banesco,97.2002,96.8546
2025-06-03,Banco Plaza,97.2926,97.2516
2025-06-03,Otras Instituciones,97.5639,97.3876
2025-05-30,Banesco,96.6851,97.1505
2025-05-30,Banco Exterior,97.83,97.209
2025-05-30,BBVA Provincial,96.9637,97.5311
2025-05-30,Banco Nacional de Credito BNC,96.945,98.1184
2025-05-30,Banco Mercantil,97.0841,97.7761
2025-05-30,Otras Instituciones,96.9999,97.3643
2025-05-29,Banesco,96.26,96.8518
2025-05-29,BBVA Provincial,96.4498,97.4955
2025-05-29,Banco Exterior,96.9358,97.75
2025-05-29,Banco Sofitasa,97.2134,97.4094
2025-05-29,Otras Instituciones,96.7704,97.1453
2025-05-28,Banesco,95.7908,97.5298
2025-05-28,BBVA Provincial,95.8638,96.0534
2025-05-28,Banco Mercantil,97.449,97.965
2025-05-28,Banco Nacional de Credito BNC,95.5545,95.49
2025-05-28,Bancamiga,95.6347,95.6902
2025-05-28,Otras Instituciones,95.8908,96.3798
2025-05-27,Banesco,97.4124,96.0206
2025-05-27,Banco Venezolano de Credito,95.2363,95.7099
2025-05-27,BBVA Provincial,95.2169,95.6099
2025-05-27,Banco Nacional de Credito BNC,95.099,95.794
2025-05-27,Banco Mercantil,95.7175,95.99
2025-05-27,Otras Instituciones,95.2186,95.6374
2025-05-26,Banesco,95.8858,95.0667
2025-05-26,BBVA Provincial,94.9727,95.084
2025-05-26,Banco Mercantil,95.319,95.1173
2025-05-26,Banco Plaza,95.0865,95.0893
2025-05-26,Banco Activo,95.5437,95.95
2025-05-26,Otras Instituciones,95.0453,95.0764
2025-05-23,Banco Mercantil,95.0482,95.0685
2025-05-23,Banesco,94.4289,95.2632
2025-05-23,BBVA Provincial,95.138,95.2563
2025-05-23,Banco Nacional de Credito BNC,94.8547,95.4081
2025-05-23,Banco Venezolano de Credito,94.9723,95.5
2025-05-23,Otras Instituciones,95.1369,95.1723
2025-05-22,BBVA Provincial,94.9668,95.195
2025-05-22,Banco Mercantil,94.9668,95.0268
2025-05-22,Bancamiga,94.9609,95.0146
2025-05-22,Banesco,94.9356,94.9589
2025-05-22,Otras Instituciones,94.9745,95.2886
2025-05-21,BBVA Provincial,94.8825,95.0802
2025-05-21,Banco Mercantil,94.8557,94.8926
2025-05-21,Banesco,94.8066,94.7939
2025-05-21,Bancamiga,94.7757,95.0521
2025-05-21,Banco de Venezuela,94.6183,95.0875
2025-05-21,Otras Instituciones,94.9439,95.1124
2025-05-20,BBVA Provincial,94.8567,95.0392
2025-05-20,Banesco,94.7719,94.7915
2025-05-20,Banco Mercantil,94.8023,94.8843
2025-05-20,Bangente,94.5,95.0
2025-05-20,Banco Venezolano de Credito,94.759,95.2948
2025-05-20,Otras Instituciones,94.8124,94.8478
2025-05-19,Banesco,94.7752,94.7378
2025-05-19,BBVA Provincial,94.7575,94.763
2025-05-19,Banco Mercantil,94.7564,94.813
2025-05-19,Banco Activo,94.7518,96.6582
2025-05-19,Bancamiga,94.6186,95.0169
2025-05-19,Otras Instituciones,94.8247,95.0979
2025-05-16,BBVA Provincial,94.4674,94.9843
2025-05-16,Bancamiga,94.2092,94.7608
2025-05-16,Banesco,94.1735,94.1795
2025-05-16,Banco Nacional de Credito BNC,94.2136,94.7542
2025-05-16,Banco Activo,95.2374,94.6812
2025-05-16,Otras Instituciones,94.7916,94.9303
2025-05-15,Bancamiga,93.6686,94.7312
2025-05-15,BBVA Provincial,94.2499,94.8384
2025-05-15,Banco Mercantil,94.3517,94.8054
2025-05-15,Banesco,93.6535,93.6934
2025-05-15,Banco Activo,93.8704,94.8328
2025-05-15,Otras Instituciones,94.5011,94.9383
2025-05-14,BBVA Provincial,93.665,94.0
2025-05-14,Banco Mercantil,93.7632,94.4596
2025-05-14,Banesco,95.8018,94.1518
2025-05-14,100 Banco,93.8,93.8199
2025-05-14,Banco Activo,94.4768,95.4516
2025-05-14,Otras Instituciones,93.7346,94.2401
2025-05-13,BBVA Provincial,93.2012,94.4512
2025-05-13,Banesco,93.0713,93.076
2025-05-13,Banco Mercantil,94.1274,93.07
2025-05-13,BanCaribe,93.0616,93.0623
2025-05-13,Otras Instituciones,93.0651,93.0512
2025-05-12,BBVA Provincial,93.0367,93.0494
2025-05-12,Banesco,92.6523,93.045
2025-05-12,Banco Mercantil,93.8408,93.0816
2025-05-12,Banplus,93.0712,93.0495
2025-05-12,Banco Nacional de Credito BNC,92.8379,95.3499
2025-05-12,Otras Instituciones,93.9743,93.0538
2025-05-09,BBVA Provincial,93.0,93.0626
2025-05-09,Banesco,92.216,91.9818
2025-05-09,Banco Mercantil,93.5365,94.5827
2025-05-09,Bancamiga,92.7678,92.993
2025-05-09,Otras Instituciones,92.4639,93.803
2025-05-08,Banesco,91.6868,93.5459
2025-05-08,BBVA Provincial,92.0136,94.2113
2025-05-08,Banco Mercantil,92.1136,93.8244
2025-05-08,BanCaribe,91.9193,91.965
2025-05-08,Banco Nacional de Credito BNC,91.9841,92.8597
2025-05-08,Otras Instituciones,93.4487,92.6001
2025-05-07,Banco Mercantil,91.2471,92.6998
2025-05-07,BBVA Provincial,91.2356,93.4914
2025-05-07,Banco Nacional de Credito BNC,90.5386,88.7281
2025-05-07,Bancamiga,91.206,92.677
2025-05-07,Banesco,89.9714,89.0229
2025-05-07,Otras Instituciones,91.2792,91.0626
2025-05-06,Banco Mercantil,94.3625,89.7414
2025-05-06,BBVA Provincial,88.7886,90.4524
2025-05-06,Banesco,92.5205,89.6046
2025-05-06,Banco Nacional de Credito BNC,88.7349,90.993
2025-05-06,Banco Plaza,88.6445,88.6405
2025-05-06,Otras Instituciones,89.8412,91.295
2025-05-05,Banesco,88.009,88.0679
2025-05-05,Banco Plaza,88.5521,88.4895
2025-05-05,BBVA Provincial,88.7037,88.6403
2025-05-05,100 Banco,91.3829,91.62
2025-05-05,R4,94.8046,87.568
2025-05-05,Otras Instituciones,88.566,89.7498
2025-05-02,Banesco,90.7925,87.6957
2025-05-02,BBVA Provincial,87.8905,89.3101
2025-05-02,Banco Nacional de Credito BNC,88.2975,88.9244
2025-05-02,Banco Plaza,88.0966,88.3651
2025-05-02,Banco Exterior,87.568,88.1985
2025-05-02,Otras Instituciones,89.2614,89.4693
2025-04-30,Banesco,87.2028,86.8597
2025-04-30,BBVA Provincial,87.0437,88.573
2025-04-30,Banco Mercantil,87.1127,87.5735
2025-04-30,Bancamiga,88.4744,88.3859
2025-04-30,Banco Nacional de Credito BNC,86.6797,88.745
2025-04-30,Otras Instituciones,87.8555,88.8838
2025-04-29,Banco Mercantil,86.6678,87.1791
2025-04-29,BBVA Provincial,86.4987,88.224
2025-04-29,Banesco,86.0905,87.2431
2025-04-29,Banco Plaza,87.2504,86.1907
2025-04-29,Otras Instituciones,86.7932,86.7574
2025-04-28,Banesco,86.7985,86.4449
2025-04-28,BBVA Provincial,86.1088,86.1143
2025-04-28,Banco Nacional de Credito BNC,85.8864,89.9
2025-04-28,Banco Mercantil,86.2206,86.1493
2025-04-28,Banco Activo,88.7083,89.5333
2025-04-28,Otras Instituciones,87.0502,87.378
2025-04-25,Banesco,83.8358,86.6395
2025-04-25,Banco Nacional de Credito BNC,85.7253,86.747
2025-04-25,BBVA Provincial,84.4999,85.6414
2025-04-25,Banco Mercantil,86.3391,86.7059
2025-04-25,Banco Sofitasa,85.4064,85.3873
2025-04-25,Otras Instituciones,85.8992,86.0381
2025-04-24,Banesco,83.4094,85.403
2025-04-24,BBVA Provincial,83.3061,85.2809
2025-04-24,Banco Mercantil,84.8375,85.1845
2025-04-24,Banco Plaza,84.979,84.7416
2025-04-24,Otras Instituciones,84.0032,84.3947
2025-04-23,BBVA Provincial,82.4999,84.0224
2025-04-23,Banesco,82.2803,82.7572
2025-04-23,Banco Sofitasa,83.0604,82.3285
2025-04-23,Bancamiga,81.32,81.0235
2025-04-23,Banco Nacional de Credito BNC,84.0417,86.5395
2025-04-23,Otras Instituciones,83.8646,85.1376
2025-04-22,BBVA Provincial,82.0951,82.911
2025-04-22,Banesco,81.4063,80.9732
2025-04-22,Banco Mercantil,82.2902,82.7191
2025-04-22,Bancamiga,80.965,81.1127
2025-04-22,Banco Exterior,83.3849,82.3186
2025-04-22,Otras Instituciones,82.709,84.5822
2025-04-21,Banesco,80.6113,82.84
2025-04-21,BBVA Provincial,80.885,80.9598
2025-04-21,100 Banco,84.2282,84.3199
2025-04-21,Banco Mercantil,81.2149,81.0098
2025-04-21,Banco Activo,83.9405,85.299
2025-04-21,Otras Instituciones,81.1327,81.6783
2025-04-16,Banco Mercantil,79.8855,79.9925
2025-04-16,Banesco,83.2632,83.5579
2025-04-16,Banco Nacional de Credito BNC,80.6232,82.9231
2025-04-16,Bancamiga,79.7428,78.7369
2025-04-16,BBVA Provincial,79.8309,80.6596
2025-04-16,Otras Instituciones,81.1025,81.7339
2025-04-15,Banesco,78.1419,80.767
2025-04-15,BBVA Provincial,78.964,79.9647
2025-04-15,Banco Nacional de Credito BNC,79.5863,80.4314
2025-04-15,BanCaribe,78.5892,78.6238
2025-04-15,Bancamiga,78.3617,78.7276
2025-04-15,Otras Instituciones,79.7823,81.6253
2025-04-14,BBVA Provincial,78.301,78.3635
2025-04-14,Banesco,77.7945,78.2027
2025-04-14,Banplus,78.3606,79.9405
2025-04-14,Banco Plaza,78.6217,78.4968
2025-04-14,100 Banco,81.2888,81.4639
2025-04-14,Otras Instituciones,79.0089,78.6646
2025-04-11,BBVA Provincial,77.4992,79.0
2025-04-11,Banco Nacional de Credito BNC,74.5109,78.6911
2025-04-11,Bancamiga,77.3635,77.8767
2025-04-11,Banco Exterior,79.5578,76.8693
2025-04-11,Banesco,77.5044,77.8997
2025-04-11,Otras Instituciones,78.8861,79.8879
2025-04-10,BBVA Provincial,75.8942,77.1314
2025-04-10,Banco Nacional de Credito BNC,76.753,78.6633
2025-04-10,Banesco,78.4531,79.9668
2025-04-10,Banco Mercantil,76.9498,77.2887
2025-04-10,Banco Activo,78.2955,77.4989
2025-04-10,Otras Instituciones,76.1381,77.6666
2025-04-09,Banco Mercantil,75.4616,76.6736
2025-04-09,BBVA Provincial,74.5214,75.5785
2025-04-09,Banesco,73.8966,74.3199
2025-04-09,Banco Plaza,75.1473,77.3539
2025-04-09,Banco Nacional de Credito BNC,74.9948,76.9886
2025-04-09,Otras Instituciones,76.3887,76.1742
2025-04-08,Banco Mercantil,73.591,74.9456
2025-04-08,Banesco,72.6248,74.8193
2025-04-08,BBVA Provincial,73.3801,74.442
2025-04-08,Banco Nacional de Credito BNC,74.6884,75.6583
2025-04-08,Otras Instituciones,74.2144,74.1847
2025-04-07,Banco Mercantil,74.8674,72.2347
2025-04-07,Banesco,73.1851,72.1062
2025-04-07,Bancamiga,72.1401,72.2985
2025-04-07,BBVA Provincial,72.0974,72.8352
2025-04-07,100 Banco,74.6076,74.9
2025-04-07,Otras Instituciones,72.3791,72.8368
2025-04-04,Banesco,70.9773,72.8702
2025-04-04,Banco Mercantil,71.5311,71.7535
2025-04-04,BBVA Provincial,70.6474,71.4543
2025-04-04,Banplus,71.2454,74.8129
2025-04-04,Bancamiga,70.6149,71.6439
2025-04-04,Otras Instituciones,71.8798,72.6903
2025-04-03,Banco Mercantil,70.3341,70.4219
2025-04-03,Banesco,70.433,72.3687
2025-04-03,Bangente,70.0141,70.25
2025-04-03,BBVA Provincial,70.3412,70.8474
2025-04-03,Banco Exterior,70.2441,70.5031
2025-04-03,Otras Instituciones,71.3707,73.2235
2025-04-02,Banco Mercantil,70.0449,70.0667
2025-04-02,Banesco,73.4708,70.4534
2025-04-02,BBVA Provincial,70.0204,70.612
2025-04-02,Banco Venezolano de Credito,70.004,73.1995
2025-04-02,Banco Exterior,70.25,70.047
2025-04-02,Otras Instituciones,71.0435,72.4376
2025-04-01,Banco Mercantil,69.7868,70.0556
2025-04-01,Banesco,69.6431,69.9283
2025-04-01,BBVA Provincial,69.8374,70.404
2025-04-01,Banco Nacional de Credito BNC,69.8258,70.5074
2025-04-01,Banco Exterior,69.9291,70.0318
2025-04-01,Otras Instituciones,70.4692,71.3473
2025-03-31,Banco Mercantil,69.7491,69.6164
2025-03-31,Banesco,70.2221,69.4845
2025-03-31,BBVA Provincial,69.5769,69.4886
2025-03-31,Bancamiga,69.5334,69.5621
2025-03-31,Banco Exterior,69.7345,69.5664
2025-03-31,Otras Instituciones,70.6161,70.4823
2025-03-28,Banesco,69.4341,69.3106
2025-03-28,BBVA Provincial,69.4466,69.5061
2025-03-28,Banco Nacional de Credito BNC,69.4659,69.3113
2025-03-28,Banco Mercantil,71.0365,70.3853
2025-03-28,Otras Instituciones,70.2635,70.776
2025-03-27,Banesco,69.295,69.0811
2025-03-27,Banco Nacional de Credito BNC,69.1389,71.0586
2025-03-27,BBVA Provincial,69.227,69.0876
2025-03-27,Banco de Venezuela,68.8463,69.0188
2025-03-27,Banco Mercantil,72.1995,73.7717
2025-03-27,Otras Instituciones,69.7488,69.8298
2025-03-26,Banco Mercantil,68.7503,68.9041
2025-03-26,BBVA Provincial,68.5524,68.9379
2025-03-26,Banesco,68.8592,70.5897
2025-03-26,Bancamiga,68.3393,68.3697
2025-03-26,Bangente,68.53,68.5137
2025-03-26,Otras Instituciones,69.5602,70.2035
2025-03-25,BBVA Provincial,68.4155,68.4557
2025-03-25,Banesco,68.201,69.0947
2025-03-25,Banco Mercantil,68.4799,68.5505
2025-03-25,Banco Nacional de Credito BNC,69.3018,70.4381
2025-03-25,Banco Plaza,68.4856,68.5766
2025-03-25,Otras Instituciones,68.804,70.2617
2025-03-24,BBVA Provincial,68.3115,68.3244
2025-03-24,Banco Venezolano de Credito,68.3103,68.4309
2025-03-24,Banesco,67.9579,68.1177
2025-03-24,Banco Mercantil,68.431,68.3116
2025-03-24,Banco Nacional de Credito BNC,68.4254,68.8726
2025-03-24,Otras Instituciones,69.3488,68.8423
2025-03-21,Bangente,67.5,68.25
2025-03-21,BBVA Provincial,67.9408,68.1141
2025-03-21,Banesco,68.8674,67.9387
2025-03-21,Bancamiga,68.0061,67.9382
2025-03-21,Banco Mercantil,69.727,70.6396
2025-03-21,Otras Instituciones,68.6681,69.7726
2025-03-20,Banesco,67.9164,67.6667
2025-03-20,Banco Mercantil,67.6885,68.387
2025-03-20,Banco Nacional de Credito BNC,67.706,67.8045
2025-03-20,BBVA Provincial,67.591,67.33
2025-03-20,Banco Venezolano de Credito,67.5071,67.8756
2025-03-20,Otras Instituciones,68.5697,68.9364
2025-03-18,BBVA Provincial,66.7993,66.7009
2025-03-18,Bancamiga,66.5487,67.3888
2025-03-18,Banco Mercantil,68.1129,69.9964
2025-03-18,Banco Nacional de Credito BNC,67.5141,68.8372
2025-03-18,Banesco,66.7011,67.2229
2025-03-18,Otras Instituciones,67.3763,68.8009
2025-03-17,Banco Mercantil,67.129,66.6402
2025-03-17,BBVA Provincial,66.5547,66.6082
2025-03-17,Banesco,66.868,66.5498
2025-03-17,Bancamiga,66.5508,67.1645
2025-03-17,Banco Venezolano de Credito,66.5475,66.6891
2025-03-17,Otras Instituciones,67.3039,67.9441
2025-03-14,BBVA Provincial,66.4471,66.5311
2025-03-14,Banco Mercantil,66.4367,66.4867
2025-03-14,Banco Venezolano de Credito,66.4294,66.6604
2025-03-14,Banesco,66.3987,66.5405
2025-03-14,Banco Nacional de Credito BNC,66.6678,67.2883
2025-03-14,Otras Instituciones,67.0942,67.1072
2025-03-13,Banco Mercantil,66.3814,66.3659
2025-03-13,Bancamiga,66.1983,65.4424
2025-03-13,Banesco,66.4081,67.4058
2025-03-13,BBVA Provincial,66.2995,66.7654
2025-03-13,BanCaribe,66.2614,66.2907
2025-03-13,Otras Instituciones,67.0842,67.4757
2025-03-12,Bancamiga,65.1086,65.0931
2025-03-12,BBVA Provincial,65.6523,65.823
2025-03-12,Banco Mercantil,68.4319,67.0712
2025-03-12,Banesco,67.354,66.6509
2025-03-12,BanCaribe,65.659,65.7741
2025-03-12,Otras Instituciones,66.3462,66.9923
2025-03-11,Banco Mercantil,65.496,65.5049
2025-03-11,BBVA Provincial,65.4135,65.5622
2025-03-11,Banesco,65.2057,65.9425
2025-03-11,Bancamiga,65.2702,65.305
2025-03-11,BanCaribe,65.4265,65.4195
2025-03-11,Otras Instituciones,66.8665,67.0811
2025-03-10,Banesco,65.0883,65.2908
2025-03-10,BBVA Provincial,65.26,65.2662
2025-03-10,Banplus,65.2644,66.5625
2025-03-10,Banco Mercantil,65.7807,65.2662
2025-03-10,Otras Instituciones,66.3416,66.0686
2025-03-07,Banco Mercantil,64.901,65.0171
2025-03-07,Banesco,65.7617,65.4501
2025-03-07,BBVA Provincial,64.7797,65.0225
2025-03-07,Banco Exterior,66.0967,66.0642
2025-03-07,Banco Activo,66.1992,66.3038
2025-03-07,Otras Instituciones,64.9771,65.5546
2025-03-06,Banco Mercantil,64.7358,64.8054
2025-03-06,BBVA Provincial,64.6547,64.5939
2025-03-06,Banesco,64.5148,64.3161
2025-03-06,Banco Venezolano de Credito,64.6018,64.7349
2025-03-06,Bancamiga,64.4808,64.5537
2025-03-06,Otras Instituciones,65.0654,66.418
2025-03-05,Banesco,64.635,64.3073
2025-03-05,BBVA Provincial,64.4832,64.085
2025-03-05,Banco Venezolano de Credito,64.4813,64.6478
2025-03-05,100 Banco,66.4802,66.5266
2025-03-05,Banco Mercantil,65.7225,64.4844
2025-03-05,Otras Instituciones,64.9954,64.674
2025-02-28,Banesco,64.2633,64.2837
2025-02-28,Banco Mercantil,64.753,64.698
2025-02-28,BBVA Provincial,64.2926,64.5406
2025-02-28,Banco Plaza,64.9798,65.1111
2025-02-28,Banco Nacional de Credito BNC,64.3922,64.7229
2025-02-28,Otras Instituciones,65.3668,65.5781
2025-02-27,Banesco,64.1636,64.2389
2025-02-27,Banco Nacional de Credito BNC,64.2579,64.3238
2025-02-27,BBVA Provincial,64.3553,64.287
2025-02-27,Banco Exterior,64.9712,66.1921
2025-02-27,Banco Mercantil,65.1744,65.8187
2025-02-27,Otras Instituciones,64.7246,65.1157
2025-02-26,BBVA Provincial,64.0316,63.8696
2025-02-26,Banco Mercantil,64.2458,64.1474
2025-02-26,Banco Exterior,64.75,64.8225
2025-02-26,Banesco,64.3779,64.8
2025-02-26,Banco Plaza,64.7494,64.8871
2025-02-26,Otras Instituciones,64.8166,65.6491
2025-02-25,BBVA Provincial,63.5018,63.6989
2025-02-25,Banesco,63.6573,64.9693
2025-02-25,Banco Exterior,64.4712,64.7828
2025-02-25,Banco Mercantil,63.9981,64.3136
2025-02-25,BanCaribe,63.4912,63.4921
2025-02-25,Otras Instituciones,64.5478,64.7446
2025-02-24,BBVA Provincial,63.4138,63.4715
2025-02-24,Banco Mercantil,63.4414,63.4613
2025-02-24,Banco Venezolano de Credito,63.4131,63.4639
2025-02-24,Bancamiga,63.2119,63.3168
2025-02-24,Banesco,63.4006,63.4024
2025-02-24,Otras Instituciones,64.0719,63.688
2025-02-21,Banco Mercantil,63.2332,63.3659
2025-02-21,BBVA Provincial,63.25,62.8138
2025-02-21,Banco Nacional de Credito BNC,63.564,63.1249
2025-02-21,BanCaribe,63.3021,63.2412
2025-02-21,Banesco,62.8009,64.3482
2025-02-21,Otras Instituciones,63.6338,64.6948
2025-02-20,Banesco,63.2721,63.435
2025-02-20,BBVA Provincial,62.5779,62.8747
2025-02-20,Banco Nacional de Credito BNC,62.537,62.9538
2025-02-20,Banco Mercantil,63.1194,63.5824
2025-02-20,Bancamiga,62.6594,62.5967
2025-02-20,Otras Instituciones,63.1979,64.3601
2025-02-19,Banco Mercantil,62.2908,62.2652
2025-02-19,Banesco,62.8348,62.8245
2025-02-19,BBVA Provincial,62.2145,62.2915
2025-02-19,Banco Nacional de Credito BNC,62.1065,62.216
2025-02-19,Otras Instituciones,63.4404,63.4672
2025-02-18,Banco Mercantil,62.1033,62.1483
2025-02-18,Banesco,62.2585,62.148
2025-02-18,BBVA Provincial,62.1085,62.1744
2025-02-18,Banco Nacional de Credito BNC,62.1083,62.1976
2025-02-18,Bancamiga,62.0959,62.2324
2025-02-18,Otras Instituciones,62.8179,62.7306
2025-02-17,BBVA Provincial,62.0708,62.0329
2025-02-17,Banesco,61.7274,62.0741
2025-02-17,Banco Plaza,62.5954,62.8942
2025-02-17,100 Banco,63.8145,62.0704
2025-02-17,Banco Mercantil,62.1727,62.4798
2025-02-17,Otras Instituciones,62.7047,62.2389
2025-02-14,BBVA Provincial,61.8245,61.9336
2025-02-14,Banco Mercantil,62.1577,62.1853
2025-02-14,Banesco,61.8704,62.9441
2025-02-14,Banco Nacional de Credito BNC,61.5809,62.281
2025-02-14,Banco Activo,63.5707,63.7054
2025-02-14,Otras Instituciones,62.6844,62.9151
2025-02-13,Banco Nacional de Credito BNC,61.2623,61.697
2025-02-13,BBVA Provincial,61.4187,61.9075
2025-02-13,Banesco,62.4717,61.8712
2025-02-13,BanCaribe,61.3499,61.3783
2025-02-13,Banco Activo,63.0807,62.6273
2025-02-13,Otras Instituciones,62.1975,62.8723
2025-02-12,Bancamiga,61.03,61.1565
2025-02-12,BBVA Provincial,61.0627,61.3227
2025-02-12,Banesco,61.1561,61.7311
2025-02-12,Banco Venezolano de Credito,61.0185,61.3234
2025-02-12,Banco Mercantil,61.2524,61.4511
2025-02-12,Otras Instituciones,61.6325,62.3283
2025-02-11,BBVA Provincial,60.5542,60.6123
2025-02-11,Banesco,61.4991,61.1694
2025-02-11,Banco Mercantil,60.8875,61.1215
2025-02-11,Banco Nacional de Credito BNC,60.9976,61.211
2025-02-11,Banco Venezolano de Credito,60.5133,62.2397
2025-02-11,Otras Instituciones,61.6496,61.8542
2025-02-10,Banco Mercantil,60.5261,60.5699
2025-02-10,BBVA Provincial,60.522,60.5589
2025-02-10,Banesco,60.1489,60.3429
2025-02-10,Banco Venezolano de Credito,60.5206,60.6076
2025-02-10,Banco Nacional de Credito BNC,60.3453,60.5309
2025-02-10,Otras Instituciones,61.0566,61.0563
2025-02-07,Banesco,60.1554,60.3375
2025-02-07,Banco Nacional de Credito BNC,60.0441,60.1157
2025-02-07,BBVA Provincial,60.1639,60.9888
2025-02-07,Banco Mercantil,62.26,61.1361
2025-02-07,Banco Exterior,61.8134,61.7614
2025-02-07,Otras Instituciones,60.8052,61.0706
2025-02-06,BBVA Provincial,59.5471,60.185
2025-02-06,BanCaribe,59.4079,60.5883
2025-02-06,Banco Mercantil,59.8118,60.0832
2025-02-06,Banesco,60.7635,59.7315
2025-02-06,Banco Exterior,59.8615,60.0884
2025-02-06,Otras Instituciones,60.1669,60.4096
2025-02-05,BBVA Provincial,58.8443,59.6364
2025-02-05,Banco Exterior,58.794,58.7938
2025-02-05,Banesco,60.1748,60.0814
2025-02-05,Banco Venezolano de Credito,58.7786,60.4097
2025-02-05,Banco Mercantil,59.2734,59.8508
2025-02-05,Otras Instituciones,59.585,59.8878
2025-02-04,Banco Mercantil,58.5661,58.6453
2025-02-04,BBVA Provincial,58.6027,58.7058
2025-02-04,Banesco,58.835,58.6426
2025-02-04,Banco Venezolano de Credito,58.5394,58.6953
2025-02-04,Banco Plaza,59.4574,60.1368
2025-02-04,Otras Instituciones,59.0653,59.4643
2025-02-03,BBVA Provincial,58.4436,58.5036
